Point,Type,NAME,KIND,TELEPHONE,ADMINCODE,ADDRESS
"[[121.51865303999998, 31.14923706000001]]",6,星中路站2号口,8082,,310115,东明路
"[[121.49041121999996, 31.149900944999963]]",6,锦绣路出口,8082,,310115,华夏西路
"[[121.48814304000004, 31.15016414999998]]",6,石龙路站2号口,8301,,310115,中环路
"[[121.49593091999995, 31.150466954999985]]",6,石龙路站4号口,8301,,310115,中环路
"[[121.41555425999996, 31.15053297000003]]",6,星中路站3号口,8301,,310104,沪闵高架路
"[[121.50316511999998, 31.15053702000001]]",6,星中路站1号口,8082,,310115,华夏西路
"[[121.49040114000002, 31.15067049000004]]",6,御桥站2号口,8082,,310115,华夏西路
"[[121.33250351999999, 31.150839015000038]]",6,御桥站5号口,8082,,310112,沪松公路
"[[121.49031077999999, 31.15088014499998]]",6,御桥站7号口,8082,,310115,长清路
"[[121.50094823999996, 31.15114114499999]]",6,唐黄路出口,8082,,310115,华夏西路
"[[121.51033740000003, 31.151185109999986]]",6,高青路站2号口,8082,,310115,华夏西路
"[[121.51071864000002, 31.15127600999996]]",6,御桥站1号口,8082,,310115,华夏西路
"[[121.33488834000005, 31.151284335000028]]",6,龙耀路站3号口,8082,,310112,沪松公路
"[[121.33231398000002, 31.151309130000037]]",6,龙耀路站2号口,8082,,310112,
"[[121.79953062, 31.151384639999975]]",6,柳州路出口,8101,,310115,启航路900号上海浦东国际机场1号航站楼3层
"[[121.50959507999997, 31.15144309500002]]",6,龙耀路站4号口,8301,,310115,中环路
"[[121.80213414000004, 31.15154605500001]]",6,龙耀路站1号口,8082,,310115,
"[[121.79946041999997, 31.151554469999994]]",6,高青路站1号口,8101,,310115,启航路900号上海浦东国际机场1号航站楼1层
"[[121.33323180000002, 31.15163727000001]]",6,徐南路出口,8082,,310112,
"[[121.50211193999996, 31.151723894999982]]",6,杨思站2号口,8082,,310115,
"[[121.51011671999996, 31.15185426000002]]",6,杨思站1号口,8082,,310115,华夏西路
"[[121.51007658000002, 31.15201410000001]]",6,沪南路出口,8082,,310115,华夏西路
"[[121.80188376000001, 31.152165435000008]]",6,机场大道出口,8082,,310115,
"[[121.80458790000003, 31.152216824999996]]",6,康健游乐园码头,8101,,310115,上海浦东国际机场2号航站楼3层
"[[121.80447773999997, 31.15242666000004]]",6,华东路出口,8101,,310115,上海浦东国际机场2号航站楼2层
"[[121.53396096000003, 31.15251490499997]]",6,云锦路站4号口,8082,,310115,御桥路
"[[121.80164346000002, 31.15275489000002]]",6,航中路站4号口,8084,,310115,
"[[121.53499415999998, 31.15282742999998]]",6,航中路站5号口,8082,,310115,御桥路
"[[121.79898972000001, 31.152833325000024]]",6,航中路站1号口,8101,,310115,启航路900号上海浦东国际机场1号航站楼1层
"[[121.79891951999997, 31.153003155000043]]",6,吴中路出口,8101,,310115,启航路900号上海浦东国际机场1号航站楼3层
"[[121.80140298000002, 31.153304340000005]]",6,云锦路站5号口,8084,,310115,
"[[121.40241173999996, 31.153359644999966]]",6,合川路站3号口,8301,,310112,中环路
"[[121.53388068000004, 31.153364415000006]]",6,合川路站2号口,8082,,310115,浦三路
"[[121.53431214000004, 31.15366537500004]]",6,航中路站2号口,8082,,310115,浦三路
"[[121.51780073999998, 31.153683195]]",6,合川路站1号口,8301,,310115,中环路
"[[121.80400667999999, 31.15376549999997]]",6,云锦路站6号口,8101,,310115,启航路900号上海浦东国际机场2号航站楼2层
"[[121.80392658000002, 31.15396534499999]]",6,云锦路站2号口,8101,,310115,启航路900号上海浦东国际机场2号航站楼3层
"[[121.34900771999997, 31.153966650000008]]",6,漕宝路站5号口,8180,,310112,北西街
"[[121.589019, 31.154990985000026]]",6,漕宝路站1号口,8082,,310115,
"[[121.58912898000003, 31.155030989999965]]",6,云锦路站7号口,8082,,310115,
"[[121.42593504000001, 31.15511986500003]]",6,云锦路站1号口,8082,,310104,动力南三路
"[[121.42638594000002, 31.15513057500003]]",6,漕宝路站4号口,8082,,310104,
"[[121.61802545999996, 31.155141015000005]]",6,海天三路站2号口,8301,,310115,S20-外环高速公路
"[[121.47610176, 31.155237585000002]]",6,海天三路站1号口,8082,,310115,耀体路
"[[121.47546995999997, 31.155346035000008]]",6,漕宝路站3号口,8082,,310115,耀体路
"[[121.47626213999996, 31.155367860000034]]",6,漕宝路站2号口,8082,,310115,耀体路
"[[121.58879922000001, 31.155411014999963]]",6,川沙路出口,8082,,310115,
"[[121.58897921999998, 31.155451019999987]]",6,龙漕路站3号口,8082,,310115,
"[[121.42698732000004, 31.155541560000017]]",6,紫藤路站3号口,8082,,310104,
"[[121.47550001999997, 31.155565949999996]]",6,龙漕路站2号口,8082,,310115,耀体路
"[[121.47629219999996, 31.155577785]]",6,龙漕路站4号口,8082,,310115,耀体路
"[[121.47570054000003, 31.155706304999974]]",6,漕河泾开发区站3号口,8082,,310115,耀体路
"[[121.42490364000003, 31.155988185000027]]",6,龙漕路站1号口,8082,,310104,地铁1号线与3号线换乘通道
"[[121.62253680000002, 31.155991019999995]]",6,成山路站2号口,8301,,310115,S20-外环高速公路
"[[121.34348927999999, 31.156275690000008]]",6,成山路站3号口,8082,,310112,沪松公路
"[[121.34318994, 31.156726049999968]]",6,紫藤路站1号口,8082,,310112,沪松公路
"[[121.42484387999997, 31.156738109999992]]",6,漕河泾开发区站2号口,8082,,310104,沪闵路9001－3号盛泰购物中心北商场
"[[121.34530529999996, 31.157301779999997]]",6,漕河泾开发区站4号口,8082,,310112,漕宝路
"[[121.34398823999997, 31.157364195000014]]",6,漕河泾开发区站5号口,8082,,310112,七莘路
"[[121.36337261999998, 31.157512335000014]]",6,漕河泾开发区站1号口,8301,,310112,S20-外环高速公路
"[[121.52913623999997, 31.15756071000002]]",6,成山路站1号口,8301,,310115,中环路
"[[121.42500462000004, 31.157598375000028]]",6,后滩站1号口,8082,,310104,动力北一路
"[[121.34534507999997, 31.157921385000016]]",6,后滩站4号口,8082,,310112,漕宝路3509号
"[[121.4247852, 31.159468035000003]]",6,东明路站2号口,8301,,310104,沪闵高架路
"[[121.43841192000002, 31.159620179999976]]",6,金科路出口,8082,,310104,
"[[121.43861225999999, 31.159690515000023]]",6,龙华站1号口,8082,,310104,
"[[121.36430141999999, 31.159820340000017]]",6,龙华站2号口,8082,,310112,漕宝路
"[[121.53639905999995, 31.159838385]]",6,东明路站1号口,8301,,310115,中环路
"[[121.43830175999997, 31.15989004500001]]",6,长清路站3号口,8082,,310104,石龙支路
"[[121.43850210000002, 31.159910340000003]]",6,长清路站4号口,8082,,310104,石龙支路
"[[121.36351194000004, 31.160250630000007]]",6,长清路站2号口,8082,,310112,漕宝路
"[[121.36489073999999, 31.160299544999965]]",6,桂林路站4号口,8082,,310112,漕宝路
"[[121.39965431999997, 31.160398860000015]]",6,长清路站1号口,8301,,310112,中环路
"[[121.56804954000003, 31.160514419999984]]",6,桂林路站5号口,8082,,310115,御桥路
"[[121.56528762000003, 31.16105302500005]]",6,桂林路站1号口,8082,,310115,御桥路
"[[121.56634835999995, 31.161173309999967]]",6,龙柏新村站3号口,8082,,310115,御桥路
"[[121.66795277999995, 31.161302955000032]]",6,沪青平公路出口,8301,,310115,S1-迎宾高速公路
"[[121.51136142000001, 31.16130390000002]]",6,漕溪路站2号口,8082,,310115,东明路2115临
"[[121.56772913999998, 31.16135366999997]]",6,漕溪路站1号口,8082,,310115,御桥路
"[[121.45494492, 31.16135708999998]]",6,龙柏新村站4号口,8082,,310104,云锦路
"[[121.45509522, 31.161377339999973]]",6,龙柏新村站2号口,8082,,310104,云锦路
"[[121.42750193999998, 31.162152509999984]]",6,耀华支路出口,8301,,310104,沪闵高架路
"[[121.45490550000002, 31.162297050000042]]",6,漕溪路站3号口,8082,,310104,云锦路
"[[121.45514598000003, 31.16231743500004]]",6,建虹路出口,8082,,310104,云锦路
"[[121.51076957999999, 31.16240199000002]]",6,耀华路站3号口,8082,,310115,东明路2087临
"[[121.31250623999999, 31.162510124999997]]",6,龙华西路出口,8301,,310118,G50-沪渝高速公路
"[[121.48839323999997, 31.16262852000002]]",6,耀华路站2号口,8082,,310115,杨思路
"[[121.36091310000003, 31.163050440000028]]",6,顾江路出口,8301,,310112,S20-外环高速公路
"[[121.48978806, 31.16317216499997]]",6,上海游泳馆站3号口,8082,,310115,杨思路
"[[121.54817591999996, 31.16351709]]",6,龙柏新村站5号口,8301,,310115,中环路
"[[121.55253947999995, 31.16421796499999]]",6,上海游泳馆站2号口,8301,,310115,中环路
"[[121.76042669999998, 31.164441974999967]]",6,温虹路出口,8301,,310115,G1501-上海绕城高速公路
"[[121.32096803999997, 31.16551346999998]]",6,延安高架路出口,8301,,310112,G50-沪渝高速公路
"[[121.41820583999998, 31.165697475000016]]",6,耀华路站4号口,8180,,310104,桂林路91号康健园内
"[[121.68225575999998, 31.166203859999996]]",6,上海游泳馆站1号口,8301,,310115,S1-迎宾高速公路
"[[121.56651629999999, 31.166389304999974]]",6,耀华路站1号口,8301,,310115,中环路
"[[121.45406616000002, 31.166725770000014]]",6,高科西（中）路出口,8082,,310104,云锦路
"[[121.34915693999997, 31.166890739999985]]",6,上海体育馆站6号口,8082,,310112,吴中路
"[[121.35029471999997, 31.16738861999997]]",6,上海体育馆站7号口,8082,,310112,吴中路
"[[121.35094344, 31.167647414999976]]",6,重固出口,8082,,310112,吴中路
"[[121.35928248000003, 31.167748080000045]]",6,云台路站5号口,8301,,310112,S20-外环高速公路
"[[121.45394646, 31.16781558000003]]",6,云台路站4号口,8082,,310104,云锦路
"[[121.3794243, 31.168022400000005]]",6,云台路站3号口,8082,,310112,宜山路
"[[121.38089274, 31.16850088499998]]",6,上海体育馆站5号口,8082,,310112,宜山路
"[[121.35129264000003, 31.16860641000001]]",6,上海体育馆站3号口,8082,,310112,航中路
"[[121.395159, 31.16874896999999]]",6,上海体育馆站8号口,8301,,310104,中环路
"[[121.38055290000003, 31.168830870000015]]",6,上海体育馆站2号口,8082,,310112,宜山路2016号
"[[121.45371678, 31.168965240000034]]",6,上海体育馆站4号口,8082,,310104,云锦路
"[[121.68917262000004, 31.168969784999966]]",6,上海体育馆站1号口,8301,,310115,S1-迎宾高速公路
"[[121.45404744, 31.169225790000006]]",6,云台路站6号口,8082,,310104,云锦路
"[[121.43024117999997, 31.169357100000035]]",6,宜山路站4号口（9号线）,8082,,310104,沪闵路
"[[121.33155437999997, 31.169781404999974]]",6,宜山路站3号口（9号线）,8301,,310112,G50-沪渝高速公路
"[[121.42947995999995, 31.169975849999986]]",6,龙华中路站6号口,8082,,310104,漕宝路
"[[121.45355694, 31.17003497999999]]",6,宜山路站5号口（9号线）,8082,,310104,云锦路
"[[121.45383756000004, 31.170045419999965]]",6,上海体育场站3号口,8082,,310104,云锦路
"[[121.43049210000004, 31.17005752499999]]",6,中华艺术宫站3号口,8082,,310104,龙漕路
"[[121.79279969999996, 31.170437189999966]]",6,宜山路站1号口（9号线）,8082,,310115,
"[[121.79300004000002, 31.170547215000006]]",6,上海体育场站4号口,8082,,310115,东启航路
"[[121.43073293999998, 31.17064792499999]]",6,虹桥机场2号航站楼出口,8082,,310104,漕溪路
"[[121.43038211999999, 31.170697334999993]]",6,高科西路站2号口,8082,,310104,漕溪路
"[[121.69546254, 31.170888495]]",6,龙华中路站14号口,8301,,310115,S1-迎宾高速公路
"[[121.43983086000001, 31.171202684999976]]",6,上海体育场站2号口,8082,,310104,凯旋南路
"[[121.35951090000002, 31.17122518499997]]",6,高科西路站4号口,8082,,310112,吴中路
"[[121.43994101999998, 31.171232879999984]]",6,中华艺术宫站4号口,8082,,310104,龙吴路
"[[121.75866269999996, 31.171686120000004]]",6,宜山路站2号口（3号线）,8301,,310115,G1501-上海绕城高速公路
"[[121.43959073999994, 31.171932315000035]]",6,虹桥枢纽出口,8082,,310104,凯旋南路
"[[121.39266077999997, 31.171979160000006]]",6,宜山路站3号口（4号线）,8082,,310104,宜山路
"[[121.43974103999994, 31.17198258000002]]",6,高科西路站1号口,8082,,310104,龙吴路
"[[121.49226612000004, 31.172195025000015]]",6,川沙站2号口,8082,,310115,上南路
"[[121.49161361999997, 31.172203079999967]]",6,宜山路站1号口（3号线）,8082,,310115,
"[[121.36061933999997, 31.172233545000005]]",6,宛平南路出口,8082,,310112,吴中路
"[[121.39406928, 31.172507640000035]]",6,徐泾东站8号口,8082,,310104,宜山路
"[[121.39224083999996, 31.172569019999962]]",6,锦绣路站2号口,8082,,310104,宜山路1388－1临
"[[121.39236072000003, 31.172878665]]",6,宜山路站1号口（4号线）,8082,,310104,虹梅路2005－2临
"[[121.39391916, 31.17291745500001]]",6,徐泾东站9号口,8082,,310104,宜山路
"[[121.49201501999997, 31.173173774999995]]",6,杨高南路站2号口,8082,,310115,成山路
"[[121.47033222000005, 31.173702839999983]]",6,宜山路站4号口（4号线）,8082,,310115,济明路
"[[121.70336093999998, 31.173975135000042]]",6,川沙站1号口,8301,,310115,S1-迎宾高速公路
"[[121.35651227999998, 31.17412530000003]]",6,杨高南路站3号口,8301,,310112,S20-外环高速公路
"[[121.46882975999998, 31.174320465000015]]",6,杨高南路站1号口,8082,,310115,通耀路
"[[121.50680796000003, 31.174437239999996]]",6,宜山路站5号口（4号线）,8082,,310115,成山路
"[[121.59294947999996, 31.17466215000004]]",6,锦绣路站4号口,8301,,310115,中环路
"[[121.44880062000001, 31.174667684999967]]",6,锦绣路站1号口,8082,,310104,龙华路
"[[121.44775859999996, 31.174835985000037]]",6,杨高南路站5号口,8082,,310104,龙华路
"[[121.50649691999996, 31.175135954999988]]",6,机场工作区出口,8082,,310115,东明路
"[[121.48127802000002, 31.17612168000001]]",6,徐泾东站4号口,8082,,310115,耀华路
"[[121.48098696000001, 31.17652064999998]]",6,徐家汇站1号口,8082,,310115,耀华路
"[[121.48230131999995, 31.176684270000017]]",6,徐家汇站2号口,8082,,310115,耀华路
"[[121.41205991999996, 31.176717750000037]]",6,徐泾东站15号口,8082,,310104,宜山路706－8
"[[121.48155881999998, 31.17692209499998]]",6,徐泾东站2号口,8082,,310115,耀华路
"[[121.41370332000004, 31.177080495000027]]",6,徐泾东站1号口,8082,,310104,宜山路696
"[[121.41452501999999, 31.177221885]]",6,东安路站2号口,8082,,310104,宜山路674
"[[121.36649201999997, 31.177245149999976]]",6,上海动物园站1号口,8082,,310112,虹井路
"[[121.32950814000003, 31.177901114999983]]",6,东安路站5号口,8301,,310112,虹渝高架路
"[[121.43405411999997, 31.17828406500005]]",6,蟠龙路出口,8082,,310104,凯旋南路
"[[121.43409426000001, 31.178394135000005]]",6,东安路站3号口,8082,,310104,
"[[121.60469520000004, 31.17846334499996]]",6,上海动物园站4号口,8301,,310115,中环路
"[[121.36570217999999, 31.178504790000012]]",6,徐家汇站4号口,8082,,310112,老虹井路
"[[121.36613166, 31.178764259999987]]",6,东安路站1号口,8082,,310112,虹井路
"[[121.47851843999996, 31.178942504999995]]",6,徐家汇站3号口,8301,,310115,南北高架路
"[[121.43303262, 31.179042495000004]]",6,徐家汇站5号口,8082,,310104,
"[[121.31287398000003, 31.179650355000028]]",6,东安路站6号口,8301,,310112,嘉闵高架路
"[[121.49001720000004, 31.179654585000023]]",6,虹许路出口,8082,,310115,上南路
"[[121.39125857999996, 31.179764205000033]]",6,虹桥1号航站楼站3号口,8301,,310112,中环路
"[[121.43477682, 31.18005553499998]]",6,虹桥1号航站楼站1号口,8301,,310104,内环高架路
"[[121.49078994000003, 31.18025659500001]]",6,徐家汇站7号口,8082,,310115,浦东南路
"[[121.72250699999998, 31.180436414999967]]",6,东安路站4号口,8301,,310115,S1-迎宾高速公路
"[[121.43690117999999, 31.18047907500003]]",6,徐家汇站8号口,8082,,310104,中山南二路
"[[121.36539150000004, 31.180523489999977]]",6,徐家汇站9号口,8082,,310112,虹井路
"[[121.43737242, 31.180849919999986]]",6,瑞金南路出口,8082,,310104,中山南二路
"[[121.32725291999995, 31.180873815000005]]",6,扬帆游艇,8301,,310112,虹渝高架路
"[[121.35426659999997, 31.18111604999998]]",6,凌空路站3号口,8301,,310112,S20-外环高速公路
"[[121.48968581999998, 31.181372774999993]]",6,芳华路站3号出口,8082,,310115,上南路
"[[121.43696201999997, 31.181389335000027]]",6,临沂新村站2号口,8082,,310104,
"[[121.49018766000002, 31.18145422499998]]",6,芳华路站2号口,8082,,310115,上南路
"[[121.57780698, 31.182400844999968]]",6,凌空路站4号口,8301,,310115,罗山高架路
"[[121.43196305999997, 31.18275135000001]]",6,白莲泾码头,8082,,310104,漕溪北路
"[[121.43115161999998, 31.182920010000025]]",6,芳华路站4号口,8082,,310104,漕溪北路1200地铁口－2临
"[[121.14131670000002, 31.18315346999998]]",6,徐家汇站11号东口,8301,,310118,G1501-上海绕城高速公路
"[[121.49522567999995, 31.183818029999983]]",6,家居CHOISI游艇,8082,,310115,浦东南路
"[[121.49609867999999, 31.18393052999997]]",6,徐家汇站10号口,8082,,310115,浦东南路
"[[121.49661059999997, 31.18417195499996]]",6,临沂新村站1号口,8082,,310115,云台路
"[[121.43215458, 31.18427189999997]]",6,上海虹桥国际机场T2出发（南）,8082,,310104,漕溪北路1101临
"[[121.43219471999996, 31.184311949999994]]",6,凌空路站5号口,8082,,310104,零陵路
"[[121.43139317999999, 31.184540685]]",6,虹桥火车站地铁站,8082,,310104,漕溪北路958地铁临
"[[121.43345741999998, 31.18468409999997]]",6,徐家汇站11号西口,8082,,310104,零陵路
"[[121.43214486000001, 31.184701920000023]]",6,上海虹桥机场T1国际／港澳台出发,8082,,310104,漕溪北路921临地铁口
"[[121.43245553999995, 31.184842455000016]]",6,大木桥路站3号口,8082,,310104,零陵路899号飞洲国际广场地下1楼
"[[121.49621909999999, 31.184860454999992]]",6,徐家汇站20号口（9号线／11号线）,8082,,310115,浦东南路
"[[121.73521769999998, 31.18492250999998]]",6,上海虹桥机场T1国际／港澳台到达,8301,,310115,S1-迎宾高速公路
"[[121.42238363999998, 31.185074115]]",6,龙溪路站3号口,8082,,310104,宜山路
"[[121.42202273999996, 31.185233415000035]]",6,大木桥路站2号口,8082,,310104,宜山路
"[[121.14103554000002, 31.18569138]]",6,芳华路站1号口,8301,,310118,G1501-上海绕城高速公路
"[[121.45270625999996, 31.186295910000013]]",6,上海虹桥国际机场1号航站楼国内到达,8082,,310104,龙华中路
"[[121.42314540000004, 31.18633510499997]]",6,龙溪路站4号口,8082,,310104,宜山路
"[[121.4384985, 31.18647262499998]]",6,徐家汇站12号西口,8082,,310104,天钥桥路
"[[121.48894277999996, 31.18706779500002]]",6,上海虹桥国际机场T2到达（南）,8082,,310115,上南路
"[[121.42267433999996, 31.187133944999985]]",6,虹桥2号航站楼站,8082,,310104,古宜路
"[[121.43826845999996, 31.18716234000003]]",6,上海虹桥国际机场T2到达（北）,8082,,310104,天钥桥路580号星游城B2层
"[[121.32328139999998, 31.187208104999996]]",6,华洲路出口,8301,,310112,虹渝高架路
"[[121.41940715999999, 31.18730791499999]]",6,大木桥路站4号口,8301,,310104,内环高架路
"[[121.50560268000004, 31.187527020000005]]",6,徐家汇站14号口,8082,,310115,东明路
"[[121.45215618, 31.187705220000005]]",6,徐家汇站12号东口,8082,,310104,龙华路1832临
"[[121.38838776, 31.187750219999998]]",6,龙溪路站2号口,8301,,310112,中环路
"[[121.43979198, 31.18782496499996]]",6,龙溪路站1号口,8082,,310104,零陵路676临
"[[121.50495035999998, 31.18787491500001]]",6,徐家汇站19号口（1号线／9号线／11号线）,8082,,310115,高科西路
"[[121.48890264000002, 31.187877255000025]]",6,徐家汇站13号口,8082,,310115,上南路
"[[121.42306529999999, 31.188014370000005]]",6,上海虹桥国际机场1号航站楼国内出发,8082,,310104,凯旋路2561轻轨
"[[121.36189139999999, 31.188060314999987]]",6,上海虹桥国际机场T2出发（北）,8301,,310105,延安高架路
"[[121.42305522000004, 31.188214305000024]]",6,徐家汇站18号口（9号线／11号线）,8082,,310104,凯旋路
"[[121.50589356000003, 31.188227534999967]]",6,徐家汇站17号口（9号线／11号线）,8082,,310115,高科西路
"[[121.74521777999996, 31.188468510000007]]",6,徐家汇站15号口,8301,,310115,S1-迎宾高速公路
"[[121.69349316000003, 31.188471795000012]]",6,徐家汇站16号口（9号线／11号线）,8082,,310115,川环南路
"[[121.42270457999999, 31.188573539999993]]",6,虹桥路站6号口,8082,,310104,凯旋路
"[[121.45125509999997, 31.18874390999997]]",6,宋园路站2号口,8301,,310104,内环高架路
"[[121.29270426, 31.188950279999993]]",6,华夏东路站5号口,8082,,310118,徐民东路
"[[121.53642102, 31.188997484999987]]",6,高科中（西）路出口,8082,,310115,锦绣路
"[[121.42268442, 31.189133295000033]]",6,宋园路站1号口,8082,,310104,凯旋路2296轻轨临
"[[121.29314364000001, 31.189169655000022]]",6,虹桥路站2号口（3号线／4号线）,8082,,310118,徐民东路
"[[121.52211677999996, 31.189300875000043]]",6,虹桥路站4号口,8082,,310115,高科西路
"[[121.42210319999995, 31.189382145000017]]",6,华夏东路站4号口,8082,,310104,凯旋路2371轻轨临
"[[121.69466118000003, 31.189419359999988]]",6,虹桥路站3号口（3号线／4号线）,8082,,310115,川环南路
"[[121.52075255999998, 31.189447349999995]]",6,华夏东路站1号口,8082,,310115,高科西路
"[[121.52141459999996, 31.18980887999998]]",6,虹桥路站1号口（3号线／4号线）,8082,,310115,高科西路
"[[121.42163231999999, 31.19006105999997]]",6,浦建路出口,8082,,310104,凯旋路2341轻轨临
"[[121.53539808000001, 31.190424525000026]]",6,肇嘉浜路站3号口,8082,,310115,锦绣路
"[[121.53606011999997, 31.190456249999983]]",6,伊犁路站3号口,8082,,310115,锦绣路
"[[121.52014073999997, 31.190485455]]",6,肇嘉浜路站4号口,8082,,310115,杨高南路
"[[121.76648982, 31.19052892499996]]",6,水城路站3号口,8301,,310115,S1-迎宾高速公路
"[[121.29528905999999, 31.190905125]]",6,鲁班路站2号口,8082,,310118,徐民东路
"[[121.43240604000003, 31.19113034999998]]",6,伊犁路站1号口,8082,,310104,漕溪北路298地铁临
"[[121.43315771999997, 31.191161715]]",6,鲁班路站3号口,8082,,310104,漕溪北路447临地铁口
"[[121.35266945999999, 31.191314355000017]]",6,肇嘉浜路站2号口,8301,,310105,S20-外环高速公路
"[[121.29760439999998, 31.191430904999983]]",6,水城路站2号口,8082,,310118,
"[[121.29656651999998, 31.191502634999964]]",6,伊犁路站4号口,8082,,310118,徐民东路
"[[121.29729497999995, 31.191871229999997]]",6,远东大道站2号口,8082,,310118,
"[[121.44953376000001, 31.192251255000002]]",6,鲁班路站1号口,8082,,310104,零陵路374－1临
"[[121.36424741999997, 31.19240515500003]]",6,远东大道站1号口,8082,,310105,虹桥路
"[[121.45080653999997, 31.192423515000044]]",6,水城路站1号口,8082,,310104,东安路331临
"[[121.28315760000004, 31.192449794999995]]",6,新华路出口,8301,,310118,崧泽高架路
"[[121.44934331999997, 31.192520850000015]]",6,上海巴富仕游艇俱乐部世博L1码头,8082,,310104,零陵路399－1临
"[[121.36278942000004, 31.192556849999974]]",6,虹桥站出口,8082,,310105,
"[[121.43376918000001, 31.192632360000005]]",6,西藏南路站3号口,8082,,310104,
"[[121.45101695999998, 31.192793775000034]]",6,西藏南路站2号口,8082,,310104,零陵路356－3临
"[[121.43299734000001, 31.192850879999966]]",6,交通大学站4号口（10号线／11号线）,8082,,310104,漕溪北路90地铁口－1临
"[[121.43379924000001, 31.19294227499998]]",6,西藏南路站4号口,8082,,310104,漕溪北路339号
"[[121.4499447, 31.19296175999999]]",6,张江高科站5号口,8082,,310104,东安路270－1临
"[[121.37825448000001, 31.193343629999966]]",6,交通大学站5号口（10号线／11号线）,8301,,310105,延安高架路
"[[121.34230992000002, 31.19357065500001]]",6,张江高科站3号口,8082,,310105,迎宾五路
"[[121.34350745999998, 31.19372842500001]]",6,交通大学站3号口（10号线／11号线）,8082,,310105,空港一路
"[[121.43393964, 31.19384223000001]]",6,张江高科站2号口,8082,,310104,漕溪北路33
"[[121.44968424000002, 31.194070920000016]]",6,交通大学站1号口,8082,,310104,东安路261－2临
"[[121.43343852000001, 31.194151199999993]]",6,西藏南路站1号口,8082,,310104,漕溪北路42地铁口临
"[[121.43399976, 31.194242234999976]]",6,嘉善路站5号口,8082,,310104,漕溪北路31临地铁口
"[[121.46130881999994, 31.19440126499999]]",6,西藏南路站5号口,8301,,310104,内环高架路
"[[121.47777108000002, 31.194428265000006]]",6,南码头渡口,8180,15201801233,310101,局门路787临
"[[121.71930029999996, 31.19444383499996]]",6,张江高科站1号口,8082,,310115,
"[[121.54562406000002, 31.194588375000016]]",6,嘉善路站2号口,8082,,310115,沪南路
"[[121.51219554000002, 31.194832859999998]]",6,交通大学站6号口（10号线／11号线）,8082,,310115,
"[[121.65227910000003, 31.194894420000026]]",6,磁浮龙阳路站南口,8301,,310115,华夏高架路
"[[121.54632822000002, 31.19492034000004]]",6,交通大学站7号口（10号线／11号线）,8082,,310115,沪南路
"[[121.71901067999997, 31.195013894999967]]",6,磁浮龙阳路站北口,8082,,310115,
"[[121.49486315999998, 31.195041300000014]]",6,高科中路出口,8180,,310115,世博大道
"[[121.54536341999996, 31.19508756000002]]",6,上海儿童医学中心站2号口,8082,,310115,沪南路
"[[121.43370906000001, 31.195131390000007]]",6,娄山关路出口,8082,,310104,漕溪北路4地铁临
"[[121.48192980000005, 31.19518521000002]]",6,龙阳路站3号口,8180,,310101,局门路735号（3号门）
"[[121.43460114000003, 31.195362914999976]]",6,浦东南路出口,8082,,310104,
"[[121.51290816, 31.195384695]]",6,龙阳路站4号口,8082,,310115,
"[[121.32282185999998, 31.19538514500004]]",6,龙阳路站5号口,8101,,310112,虹桥路2550号上海虹桥机场
"[[121.71941009999998, 31.19541317999996]]",6,华夏东路出口,8082,,310115,
"[[121.31622665999998, 31.195427399999986]]",6,龙阳路站2号口,8082,,310112,
"[[121.43333825999999, 31.195430594999983]]",6,龙阳路站1号口,8082,,310104,虹桥路6地铁临
"[[121.34204064000002, 31.195460340000047]]",6,上海儿童医学中心站1号口,8101,,310105,虹桥路2550号上海虹桥机场
"[[121.45788234000004, 31.195465425000023]]",6,龙阳路站7号口,8082,,310104,零陵路192轨道
"[[121.43094299999996, 31.19550619500002]]",6,龙阳路站6号口,8082,,310104,虹桥路
"[[121.34236986, 31.195559700000004]]",6,衡山路站1号口,8101,,310105,虹桥路2550号上海虹桥机场
"[[121.41317412000004, 31.195673685000024]]",6,上海儿童医学中心站3号口,8301,,310105,内环高架路
"[[121.37502635999999, 31.195674314999984]]",6,芳甸路出口,8082,,310105,虹桥路
"[[121.45961609999996, 31.195798470000042]]",6,金科路站3号口,8082,,310104,大木桥路565轨道
"[[121.54615505999999, 31.195909755000017]]",6,衡山路站2号口,8082,,310115,芳华路
"[[121.34234987999994, 31.195999574999988]]",6,龙阳路站8号口,8101,,310105,虹桥路2550号上海虹桥机场
"[[121.37457653999999, 31.19605438499999]]",6,龙阳路站9号口,8082,,310105,虹桥路
"[[121.43326823999996, 31.196060235000033]]",6,金科路站1号口,8082,,310104,虹桥路1地铁口－1临
"[[121.32298152000004, 31.196154465000014]]",6,徐家汇路出口,8101,,310112,虹桥路2550号上海虹桥机场
"[[121.32298152000004, 31.196154465000014]]",6,衡山路站4号口,8082,,310112,
"[[121.32298152000004, 31.196154465000014]]",6,仙霞路出口,8101,,310112,虹桥路2550号上海虹桥机场
"[[121.76539865999996, 31.196215935000033]]",6,衡山路站3号口,8301,,310115,华夏高架路
"[[121.45884443999998, 31.196266919999992]]",6,打浦桥站3号口,8082,,310104,大木桥路582轨道
"[[121.43506211999997, 31.196273444999996]]",6,打浦桥站2号口,8082,,310104,肇嘉浜路1070临地铁口
"[[121.43340864000004, 31.196350394999968]]",6,虹桥机场2号航站楼到达出口,8082,,310104,华山路2232地铁临
